name,Borough,BUILDING,STREET,ZIPCODE,PHONE,cuisine_description,latitude,longitude,is_vegan,is_vegetarian,is_kids_friendly,ticket_price,Information
BY NAME CAFE,Manhattan,324,BOWERY,10012,6469985307,Chinese/Japanese,40.72543322,-73.99214934,1,1,1,35.49,The cuisine is Chinese/Japanese
EL POTE ESPANOL,Manhattan,718,2 AVENUE,10016,2128896680,Latin American,40.74767405,-73.97376221,1,1,0,24.5,The cuisine is Latin American
CHARLIE BIRD,Manhattan,5,KING STREET,10012,2122357133,American,40.72762927,-74.00279617,0,0,1,27.41,The cuisine is American
PIZZA SUPREME,Bronx,5959,BROADWAY,10463,3478998470,Pizza,40.88894808,-73.89853208,1,1,0,24.19,The cuisine is Pizza
LUNA PIZZA,Manhattan,225,PARK ROW,10007,2123858118,Pizza,40.71335376,-73.99896474,0,0,1,44.97,The cuisine is Pizza
SARAGHINA RESTAURANT,Brooklyn,435,HALSEY STREET,11233,7185740010,Italian,40.68344785,-73.93559387,0,1,1,10.74,The cuisine is Italian
THAI FARM KITCHEN,Brooklyn,416,CHURCH AVENUE,11218,3475339368,Thai,40.64408691,-73.97633991,1,1,0,49.02,The cuisine is Thai
BEANS & VINES,Manhattan,4799,BROADWAY,10034,6469820209,American,40.86613266,-73.92558208,1,1,0,40.46,The cuisine is American
BAKER'S DOZEN BAGEL,Queens,8109,LEFFERTS BOULEVARD,11415,7188471930,Bagels/Pretzels,40.70910242,-73.83004025,0,1,0,14.43,The cuisine is Bagels/Pretzels
GREECOLOGIES CAFE,Manhattan,379,BROOME STREET,10013,6465247356,Greek,40.72034463,-73.99647902,1,1,1,45.98,The cuisine is Greek
BAKE AND THINGS RESTAURANT,Brooklyn,184,EAST   35 STREET,11203,7188261807,Caribbean,40.65063331,-73.94473963,1,1,1,43.27,The cuisine is Caribbean
NYAC MAIN DINING ROOM,Manhattan,180,CENTRAL PARK SOUTH,10019,2127677000,American,40.76671822,-73.97873659,0,1,0,23.09,The cuisine is American
NIMA LGF,Manhattan,196,STANTON STREET,10002,9296025727,,40.71979997,-73.9830482,0,0,0,15.63,
NICK'S PIZZA,Queens,10826,ASCAN AVENUE,11375,7182631126,Italian,40.7180054,-73.84077125,0,0,1,45.59,The cuisine is Italian
THE BROOKLYN FIREFLY,Brooklyn,7003,3 AVENUE,11209,3475783701,Pizza,40.63471562,-74.026431,1,1,0,47.2,The cuisine is Pizza
TACOS MORELOS BAR & RESTAURANT,Queens,9413,37TH AVE,11372,3478320193,Tex-Mex,40.75095257,-73.8729443,0,0,1,14.28,The cuisine is Tex-Mex
BROWN BUTTER,Brooklyn,413,TOMPKINS AVENUE,11216,7185328668,American,40.68334791,-73.94390117,1,1,1,25.42,The cuisine is American
NO.1 KITCHEN,Brooklyn,5405,FLATLANDS AVENUE,11234,7189681198,Chinese,40.62866856,-73.92385566,1,1,0,22.92,The cuisine is Chinese
JOHN'S DELI,Brooklyn,2438,STILLWELL AVENUE,11223,7187144377,American,40.5880287,-73.98362183,1,1,0,13.76,The cuisine is American
L'ARGOT,Manhattan,142,HAMILTON PLACE,10031,6468580312,Tapas,40.82429901,-73.94856579,1,1,0,38.31,The cuisine is Tapas
SAINT ANSELM,Brooklyn,355,METROPOLITAN AVENUE,11211,7183845054,American,40.71412214,-73.95611088,1,1,1,12.52,The cuisine is American
CITI FIELD IN SEAT SERVICE,Queens,0,126TH ST &ROOSEVELT AVENUE,,7185958100,American,0,0,0,0,0,45.98,The cuisine is American
ALOHA KRAB,Brooklyn,438,UTICA AVENUE,11213,3476276988,Seafood,40.66366942,-73.93160845,1,1,1,47.28,The cuisine is Seafood
MARRIOTT MARQUIS PASTRY SHOP,Manhattan,1535,BROADWAY,10036,2125364999,Bakery Products/Desserts,40.75825993,-73.98546765,0,0,0,32.83,The cuisine is Bakery Products/Desserts
HEALTHY LIVING 106 (Herbalife),Manhattan,167,EAST  106 STREET,10029,6464181486,Other,40.79194255,-73.94555364,1,1,0,27.39,The cuisine is Other
STADIUM DELI,Queens,12701,34 AVENUE,11368,7185071602,Sandwiches,40.76049737,-73.84292176,1,1,1,25.21,The cuisine is Sandwiches
BENNY'S PIZZA RESTAURANT,Queens,175-63,HILLSIDE AVENUE,11432,7186573537,American,40.71185561,-73.78736829,1,1,1,34.75,The cuisine is American
KING RIVER CHEN CHINESE RESTAURANT,Queens,8018,31ST AVE,11370,7188030818,Chinese,40.75904848,-73.8876346,1,1,0,13.36,The cuisine is Chinese
BELLA LUNA,Manhattan,574,COLUMBUS AVENUE,10024,2128772267,Italian,40.78764536,-73.9713341,1,1,0,33.93,The cuisine is Italian
S & D CATERERS,Bronx,1514,CROSBY AVENUE,10461,7185973620,Sandwiches,40.84261587,-73.83012792,1,1,1,16.3,The cuisine is Sandwiches
YELLOWSTONE SUSHI,Queens,6673,SELFRIDGE ST,11375,7182618882,Japanese,40.71714316,-73.8571545,1,1,1,29.63,The cuisine is Japanese
RENAISSANCE,Queens,2734,21 STREET,11102,7182744590,American,40.77151372,-73.92651499,0,0,0,32.09,The cuisine is American
PARADISE MANOR,Brooklyn,5802,NEW UTRECHT AVENUE,11219,7184383388,Jewish/Kosher,40.62910004,-73.99616322,0,0,1,40.63,The cuisine is Jewish/Kosher
SHINY HOUSE RESTAURANT,Queens,21417,JAMAICA AVENUE,11428,7184644248,Chinese,40.71651381,-73.74325689,0,1,0,48.33,The cuisine is Chinese
SIMCHA PALACE,Queens,7327,MAIN ST,11367,9173960574,Jewish/Kosher,40.72455226,-73.82069979,1,1,1,17.77,The cuisine is Jewish/Kosher
KOBEQUE,Manhattan,11,WEST   32 STREET,10001,3479228819,Korean,40.74740722,-73.98609078,0,1,0,14.97,The cuisine is Korean
RAY'S PIZZA BAGEL CAFE,Manhattan,2,SAINT MARKS PLACE,10003,2125336656,Pizza,40.72939371,-73.98957272,1,1,0,32.55,The cuisine is Pizza
DAVIO'S NORTHERN ITALIAN STEAKHOUSE,Manhattan,447,LEXINGTON AVENUE,10017,2126614810,Italian,40.75304305,-73.97486454,0,0,0,40.71,The cuisine is Italian
FEFITA'S,Brooklyn,1045,EASTERN PARKWAY,11213,3476631398,Latin American,40.66892397,-73.93337659,1,1,1,48.47,The cuisine is Latin American
MILK & HONEY CAFE,Brooklyn,1119,NEWKIRK AVENUE,11230,7185130441,Coffee/Tea,40.63402209,-73.96648962,0,0,0,16.66,The cuisine is Coffee/Tea
LOS TACOS MCONDO,Brooklyn,502,GRAND STREET,11211,3477631548,Tex-Mex,40.71097447,-73.95078173,0,1,0,23.57,The cuisine is Tex-Mex
OH K-DOG & EGG TOAST,Manhattan,70,7 AVENUE SOUTH,10014,9174091555,Korean,40.73197969,-74.00373448,1,1,0,20.96,The cuisine is Korean
GRILL ON THE HILL,Manhattan,1624,AMSTERDAM AVENUE,10031,3476578632,American,40.82216143,-73.94986455,1,1,1,46.45,The cuisine is American
NY BAKERY CAFE,Queens,3206,30TH AVE,11102,7182671010,Bakery Products/Desserts,40.76643735,-73.92043404,0,0,1,37.45,The cuisine is Bakery Products/Desserts
OASIS RESTAURANT & BAR,Bronx,4653,WHITE PLAINS ROAD,10470,7187086800,Caribbean,40.90279274,-73.85092615,1,1,0,18.18,The cuisine is Caribbean
MAD TROPICAL,Brooklyn,236,TROUTMAN STREET,11237,7184566969,Caribbean,40.70247213,-73.92687271,0,0,0,25.66,The cuisine is Caribbean
XING LONG CHINESE RESTUARANT,Bronx,553,EAST  169 STREET,10456,7182938888,Chinese,40.83243335,-73.90409331,0,0,1,39.59,The cuisine is Chinese
AUNTIE ANN'S,Queens,9015,QUEENS BLVD,11373,7182711756,Hotdogs/Pretzels,40.73384018,-73.87157703,1,1,0,21.86,The cuisine is Hotdogs/Pretzels
GO CATERING,Manhattan,58,LISPENARD STREET,10013,2129244502,American,40.71955416,-74.00295095,1,1,1,43.47,The cuisine is American
CITI FIELD EMPLOYEE CAFETERIA,Queens,0,126th st & ROOSEVELT AVENUE,,7185958100,American,0,0,1,1,1,41.63,The cuisine is American
Craft & Carry,Manhattan,1630,2 AVENUE,10028,5165215828,,40.77689338,-73.95244426,1,1,1,40.05,
SAKETUMI,Brooklyn,118,MONTAGUE STREET,11201,7188558688,Asian/Asian Fusion,40.69490055,-73.99475661,1,1,0,16.67,The cuisine is Asian/Asian Fusion
AKIN GUMP,Manhattan,1,BRYANT PARK,10036,2124073132,American,40.75517461,-73.98388016,0,0,1,38.03,The cuisine is American
TASTE OF SAMARKAND,Queens,6216,WOODHAVEN BLVD,11374,7186722121,Jewish/Kosher,40.72651031,-73.87038257,1,1,0,39.8,The cuisine is Jewish/Kosher
Namastea,Brooklyn,863,STERLING PLACE,11216,6468730977,Asian/Asian Fusion,40.67249774,-73.94964944,1,1,1,36.53,The cuisine is Asian/Asian Fusion
SPOTIFY - BARISTA BAR,Manhattan,150,GREENWICH STREET,10007,2038438547,Coffee/Tea,40.71050401,-74.01252361,1,1,0,16.11,The cuisine is Coffee/Tea
MVP,Staten Island,2945,ARTHUR KILL ROAD,10309,3477293905,,40.54650526,-74.22901485,0,0,0,21.3,
CASPIY,Brooklyn,1309,AVENUE Z,11235,7186161399,Russian,40.58787038,-73.95580533,0,1,0,37.96,The cuisine is Russian
SIMPLY SWEET,Brooklyn,2106A,AVENUE U,,3472055454,Nuts/Confectionary,0,0,1,1,0,42.51,The cuisine is Nuts/Confectionary
THE PANORAMA ROOM,Manhattan,22,NORTH LOOP ROAD,10044,8563667052,,40.75621546,-73.95511569,0,1,1,20.46,
SWEET BASIL,Brooklyn,709,FRANKLIN AVENUE,11238,7183993388,Thai,40.67434783,-73.95662384,0,1,0,40.73,The cuisine is Thai
LOCANUT,Manhattan,361,WEST   17 STREET,10011,9176842443,Sandwiches/Salads/Mixed Buffet,40.74236042,-74.00276792,1,1,1,13.19,The cuisine is Sandwiches/Salads/Mixed Buffet
EGGLOO,Manhattan,60,MULBERRY STREET,10013,3479317784,Frozen Desserts,40.7155633,-73.99946612,0,1,1,46.47,The cuisine is Frozen Desserts
ASIA EXPRESS,Manhattan,493,2 AVENUE,10016,2126869888,Chinese,40.74077751,-73.97880264,0,0,0,28.74,The cuisine is Chinese
ORCHID GARDEN CHINESE RESTAURANT,Brooklyn,7706,NEW UTRECHT AVENUE,11214,7188372017,Chinese,40.61401477,-74.00045022,0,1,1,44.79,The cuisine is Chinese
BURGER INN AND GRILL,Manhattan,176,CHURCH STREET,10013,6469985998,Indian,40.71555757,-74.00744908,0,1,0,26.2,The cuisine is Indian
KAZZA WINE BAR,Manhattan,708,WEST  177 STREET,10033,6464767887,Tapas,40.84760229,-73.9383476,1,1,0,34.74,The cuisine is Tapas
GRACE THAI,Queens,5617,JUNCTION BLVD,11373,9294633693,Thai,40.73708637,-73.8660137,0,0,1,49.17,The cuisine is Thai
SOLID STATE,Queens,5322,ROOSEVELT AVE,11377,3479353042,American,40.74454386,-73.91120711,0,0,1,45.73,The cuisine is American
CROWN GRILL & CHICKEN,Bronx,766,CASTLE HILL AVENUE,10473,7189317875,Chicken,40.8226109,-73.84885548,1,1,0,31.37,The cuisine is Chicken
DIM SUM BAR,Brooklyn,167,GRAND STREET,11249,7183888988,Chinese,40.71463189,-73.96160078,1,1,1,37.91,The cuisine is Chinese
ASTORIA BOWL,Queens,1945,49 STREET,11105,7182741910,American,40.77337187,-73.89473015,1,1,1,36.37,The cuisine is American
CONGRESS,Brooklyn,208,COURT STREET,11201,6463398659,American,40.68685008,-73.99374764,0,0,1,41.96,The cuisine is American
THE JUICER SHACK,Bronx,1086,SOUTHERN BOULEVARD,10459,7188409572,Sandwiches/Salads/Mixed Buffet,40.82564851,-73.89191186,0,1,1,29.17,The cuisine is Sandwiches/Salads/Mixed Buffet
BOOKERY,Brooklyn,462,36 STREET,11232,9172502626,Coffee/Tea,40.65347372,-74.00306334,1,1,1,44.91,The cuisine is Coffee/Tea
PER SE,Manhattan,10,COLUMBUS CIRCLE,10019,2128239335,French,40.76780849,-73.98226697,1,1,0,24.06,The cuisine is French
TEDS CORNER TAVERN,Manhattan,523,3 AVENUE,10016,2126892676,Greek,40.74628055,-73.97770015,1,1,0,29.5,The cuisine is Greek
"HYATT HOUSE NEW YORK, CHELSEA",Manhattan,815,AVENUE OF THE AMERICAS,10001,2125130001,American,40.74623019,-73.99073577,1,1,1,35.74,The cuisine is American
MR. POLLO #2,Queens,1227,150TH ST,11357,7183090455,Spanish,40.7900486,-73.81427867,0,1,1,27.1,The cuisine is Spanish
FOLLIA,Manhattan,179,3 AVENUE,10003,2124774100,Italian,40.7349652,-73.98594544,0,1,1,49.47,The cuisine is Italian
BUCKLEY'S BAR & RESTAURANT,Brooklyn,2926,AVENUE S,11229,7189984222,American,40.60504156,-73.94291564,0,1,1,45.26,The cuisine is American
WINSTON AND STRAWN LLP,Manhattan,200,PARK AVENUE,10017,2122948227,American,40.75415504,-73.97655693,1,1,1,18.75,The cuisine is American
GNOCCHERIA,Manhattan,100,BROAD STREET,10004,3477233594,Italian,40.70350494,-74.0116062,1,1,0,17.55,The cuisine is Italian
SABOR TROPICAL,Manhattan,143,SHERMAN AVENUE,10034,2123045144,Latin American,40.86453377,-73.92336763,1,1,1,13.02,The cuisine is Latin American
LUCIA PIZZA,Queens,136-55,ROOSEVELT AVENUE,11354,7184451313,Pizza,40.76002356,-73.82831432,0,0,1,49.5,The cuisine is Pizza
F B G B,Manhattan,770,BROADWAY,10003,6505090279,American,40.73083486,-73.99140182,0,1,1,27.36,The cuisine is American
CORKBUZZ WINEBAR CHELSEA MARKET,Manhattan,75,9 AVENUE,10011,6462374847,American,40.74186904,-74.00471301,0,1,1,32.13,The cuisine is American
MISSION BUENA NUTRICION,Queens,3253,103RD ST,11369,3478133899,"Juice, Smoothies, Fruit Salads",40.75850629,-73.86582245,0,0,1,16.76,"The cuisine is Juice, Smoothies, Fruit Salads"
MOCANA BAKERY,Manhattan,532,WEST  145 STREET,10031,9176757582,Bakery Products/Desserts,40.82565494,-73.94864784,0,1,1,46.54,The cuisine is Bakery Products/Desserts
HUNGRY GHOST COFFEE BAR AND CAFE,Brooklyn,253,FLATBUSH AVENUE,11217,7184838666,Coffee/Tea,40.68014195,-73.97459288,1,1,0,21.72,The cuisine is Coffee/Tea
MARKET COFFEE,Brooklyn,850,3 AVENUE,11232,9693643838,Coffee/Tea,40.65851038,-74.00332668,1,1,1,46.38,The cuisine is Coffee/Tea
OMONIA NEXT DOOR,Queens,3216,BROADWAY,11106,7182746650,Bakery Products/Desserts,40.76148847,-73.92438188,0,1,1,17.21,The cuisine is Bakery Products/Desserts
ON THE ROCKS,Manhattan,696,10 AVENUE,10019,2122472055,American,40.76373365,-73.99246248,0,1,1,26.39,The cuisine is American
DONUT SHOPPE,Brooklyn,1503,AVENUE U,11229,7183752572,American,40.59885245,-73.95626256,1,1,0,43.95,The cuisine is American
NIPPONCHA RESTAURANT,Queens,3934,BELL BLVD,11361,7182290805,Japanese,40.76489564,-73.77168253,0,0,0,25.71,The cuisine is Japanese
JING WOK,Brooklyn,323,NOSTRAND AVENUE,11216,7188573289,Chinese,40.68721853,-73.95092914,1,1,1,38.22,The cuisine is Chinese
No. 1 Chinese Restaurant,Queens,8817,JAMAICA AVE,11421,7188466688,Other,40.69269143,-73.85612887,1,1,0,26.37,The cuisine is Other
JENNIFER'S RESTAURANT,Queens,15341,HILLSIDE AVENUE,11432,7185231551,Latin American,40.70730461,-73.80423414,1,1,1,14.99,The cuisine is Latin American
VIRGINIA'S,Manhattan,647,E 11TH ST,10009,2126580182,American,40.72671312,-73.97767786,0,1,0,31.55,The cuisine is American
SIMON'S BBQ II,Brooklyn,5224,8 AVENUE,11220,7184310788,Barbecue,40.63981288,-74.00506969,1,1,0,26.25,The cuisine is Barbecue
COLUMBUS RESTAURANT,Brooklyn,6610,18 AVENUE,11204,7182368623,American,40.61830452,-73.99102735,1,1,1,36.24,The cuisine is American
New Hardee Kitchen Inc.,Brooklyn,126,HULL STREET,11233,7184856868,Chinese,40.67954728,-73.91068108,1,1,0,22.06,The cuisine is Chinese
PICANTE PICANTE RESTAURANT,Bronx,156A,WEST  231 STREET,10463,7187087100,Mexican,40.87822555,-73.90299278,0,1,1,42.11,The cuisine is Mexican
GRAMERCY BAGEL,Manhattan,246,3 AVENUE,10010,2123880080,Bagels/Pretzels,40.73710591,-73.98441139,1,1,1,35.59,The cuisine is Bagels/Pretzels
IN BETWEEN DOS CAFE,Queens,1866,FLUSHING AVENUE,11385,7187687656,Mexican,40.71186247,-73.91939205,0,0,0,28.46,The cuisine is Mexican
BOROUGH RESTAURANT,Brooklyn,338,FRANKLIN AVENUE,11238,7182304728,American,40.68754758,-73.95696137,1,1,1,17.95,The cuisine is American
K & L RESTAURANT AND CATERING SERVICE,Bronx,3204,3 AVENUE,10451,9176318398,Caribbean,40.8228502,-73.90931371,0,0,1,20,The cuisine is Caribbean
El MANTO RESTAURANT,Queens,10015,ASTORIA BLVD,11369,9178326048,Latin American,40.76194648,-73.86906795,0,1,1,17.68,The cuisine is Latin American
FOUR SEASONS HOTEL EMPLOYEE CAFETERIA4,Manhattan,27,BARCLAY STREET,10007,6468801910,American,40.71242019,-74.00901062,0,0,1,18.09,The cuisine is American
BOXERS WASHINGTON HEIGHTS,Manhattan,3820,BROADWAY,10032,9172998800,American,40.8353938,-73.94388811,0,0,1,31.75,The cuisine is American
LINKLATERS,Manhattan,1345,AVENUE OF THE AMERICAS,10105,2128309503,American,40.76259829,-73.97845996,0,0,0,13.56,The cuisine is American
XI'AN NOODLE FOOD,Queens,136-20,ROOSEVELT AVENUE,11354,6462267250,Chinese,40.75977791,-73.82923543,1,1,0,32.02,The cuisine is Chinese
BOYS DONT CRY,Manhattan,22,ORCHARD STREET,10002,2122198785,Chinese,40.71542301,-73.99160582,1,1,0,32.14,The cuisine is Chinese
SAVOR,Manhattan,1661,1 AVENUE,10028,6465245709,Sandwiches,40.77718567,-73.94915836,0,0,1,39.98,The cuisine is Sandwiches
THELMA'S KITCHEN,Bronx,282,EAST  174 STREET,10457,9294549403,American,40.84460456,-73.90535517,1,1,1,43.48,The cuisine is American
OCEAN 8 AT BROWNSTONE BILLIARDS,Brooklyn,308,FLATBUSH AVENUE,11238,7188575555,American,40.67737202,-73.97262188,1,1,1,47.96,The cuisine is American
FAMOUS & FRESH 99Â¢ PIZZA,Manhattan,91,AVENUE A,10009,2125051200,Pizza,40.72532534,-73.98407502,0,0,1,43.01,The cuisine is Pizza
HOMETOWN HOTPOT & BBQ,Manhattan,194,GRAND STREET,10013,2122198833,Chinese,40.71921106,-73.99695527,1,1,1,14.58,The cuisine is Chinese
SUZUME,Brooklyn,545,LORIMER STREET,11211,7184860200,Japanese,40.71316412,-73.94922902,0,1,1,24.86,The cuisine is Japanese
SAVORY,Manhattan,15,WEST   39 STREET,10018,2127576100,American,40.75191646,-73.98307247,1,1,1,33.81,The cuisine is American
CHUAN TIAN XIA,Brooklyn,5502,7 AVENUE,11220,9292950128,Chinese,40.63954914,-74.00892868,1,1,0,23.35,The cuisine is Chinese
ARGO TEA,Manhattan,550,1 AVENUE,10016,6463503456,Coffee/Tea,40.74228627,-73.97459435,1,1,0,26.84,The cuisine is Coffee/Tea
SCHNITZI,Brooklyn,5326,NEW UTRECHT AVENUE,11219,7186333337,Jewish/Kosher,40.63293995,-73.99522626,1,1,1,17.52,The cuisine is Jewish/Kosher
UTHAI,Queens,6355,WETHEROLE ST,11374,7188971575,Thai,40.72819937,-73.86415548,1,1,1,19.02,The cuisine is Thai
CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,Manhattan,123,WEST   28 STREET,10001,2129041125,American,40.74640591,-73.99138175,0,1,0,34.66,The cuisine is American
ASIAN TASTE 86,Queens,86-10,WHITNEY AVENUE,11373,7187798686,Indonesian,40.74179413,-73.87879355,1,1,0,15.58,The cuisine is Indonesian
FU SING RESTAURANT,Brooklyn,1554,RALPH AVENUE,11236,7186295558,Chinese,40.63905723,-73.91935063,0,1,0,48.3,The cuisine is Chinese
NICK'S GOURMET DELI,Queens,7415,DITMARS BOULEVARD,11370,7182788338,American,40.76837121,-73.89504134,1,1,1,20.47,The cuisine is American
BAGOCK,Brooklyn,173,MONTROSE AVENUE,11206,2024988673,Chicken,40.70742699,-73.94225774,0,1,1,37.69,The cuisine is Chicken
GNOCCHERIA BY LUZZO'S,Manhattan,234,EAST    4 STREET,10009,2122593638,Italian,40.72338735,-73.98281278,0,1,1,19.15,The cuisine is Italian
CRAVATH CAFE,Manhattan,825,8 AVENUE,10019,2124744863,American,40.76206701,-73.98627542,1,1,0,23.46,The cuisine is American
POKEWORKS,Manhattan,63,WEST   37 STREET,10018,2125758881,Hawaiian,40.75114821,-73.98507941,1,1,0,42.3,The cuisine is Hawaiian
LOUIE & ERNIE'S,Bronx,1300,CROSBY AVENUE,10461,7188296230,Pizza,40.83813998,-73.82880945,1,1,0,18.69,The cuisine is Pizza
GALLEGO SEAFOOD 2 RESTAURANT,Manhattan,518,WEST  207 STREET,10034,3476792875,,40.8650856,-73.91955631,1,1,0,46.2,
FRIENDLY BAGELS AND DELI,Staten Island,712-714,CASTLETON AVE,10310,7187277171,American,40.6346831,-74.10627162,0,0,0,16.56,The cuisine is American
SUSHI BELL,Queens,3628,BELL BOULEVARD,11361,7182294653,Japanese,40.76776413,-73.77317448,1,1,0,22.7,The cuisine is Japanese
HAREFIELD ROAD PUB,Brooklyn,769,METROPOLITAN AVENUE,11211,7183886870,American,40.71460524,-73.94362225,1,1,1,40.19,The cuisine is American
JOSE SEAFOOD,Queens,81-04,ROOSEVELT AVENUE,11372,6467407130,Seafood,40.74753677,-73.88468746,0,1,0,27.05,The cuisine is Seafood
BERRY PARK,Brooklyn,04-éåð,BERRY STREET,11249,7183892829,American,40.72234776,-73.95497263,0,1,1,45.45,The cuisine is American
TAI PAN BAKERY,Queens,3725,MAIN STREET,11354,7184618668,Bakery Products/Desserts,40.76116651,-73.83092124,0,0,1,12.57,The cuisine is Bakery Products/Desserts
SWEET CATS CAFE,Queens,16817,UNION TPKE,11366,9292183130,Coffee/Tea,40.72301659,-73.79997399,0,1,0,22.77,The cuisine is Coffee/Tea
SIMPLE ASIA,Staten Island,2333,HYLAN BOULEVARD,10306,9178252981,Asian/Asian Fusion,40.57399039,-74.10622148,0,1,1,35.94,The cuisine is Asian/Asian Fusion
LE PADDOCK,Brooklyn,1235,PROSPECT AVENUE,11218,7184350921,French,40.65293604,-73.97610971,0,0,1,43.26,The cuisine is French
CARIBBEAN STYLE CUISINE,Queens,14507,ROCKAWAY BOULEVARD,11436,7183226118,Caribbean,40.67363999,-73.79334878,1,1,1,32.72,The cuisine is Caribbean
PIZZA ITALIA 1,Bronx,842,EAST  180 STREET,10460,7185842500,Pizza,40.84566077,-73.88384443,1,1,0,34.72,The cuisine is Pizza
AL PASTOR,Manhattan,145,EAST   39 STREET,10016,2128655800,Mexican,40.74933806,-73.97693759,1,1,1,49.51,The cuisine is Mexican
CHADWICK'S,Brooklyn,8822,3 AVENUE,11209,7188339855,American,40.62183575,-74.03173555,1,1,1,42.11,The cuisine is American
ROYAL 35 STEAK HOUSE,Manhattan,1,EAST   35 STREET,10016,2128047276,American,40.74900163,-73.98383113,0,1,0,29.11,The cuisine is American
SUPER CROWN'S FRIED CHICKEN & PIZZA,Bronx,921,PROSPECT AVENUE,10459,7183281500,Chicken,40.82172604,-73.90077754,0,0,1,33.3,The cuisine is Chicken
CREAMLINE,Brooklyn,445,ALBEE SQUARE,11201,9178177600,Chicken,40.69082623,-73.98345225,0,0,1,32.5,The cuisine is Chicken
MAMAS CHICKEN AND BURGERS,Manhattan,21,LENOX AVENUE,10026,5162091820,Chicken,40.79899664,-73.95189747,1,1,1,36.13,The cuisine is Chicken
STAND 125 FOOD COURT,Bronx,1,EAST  161 STREET,10451,__________,American,40.82902843,-73.92849646,0,1,1,42.55,The cuisine is American
O'REILLY'S PUB,Manhattan,54,WEST   31 STREET,10001,2126844244,Irish,40.74760511,-73.98851241,1,1,0,16.34,The cuisine is Irish
CHINA WANG RESTAURANT,Bronx,109,WEST 225 STREET,10463,7183643831,Chinese,40.87446601,-73.91067135,1,1,1,28.53,The cuisine is Chinese
READY TO EAT,Manhattan,525,HUDSON STREET,10014,2122291013,American,40.73405188,-74.0062532,0,1,0,42.41,The cuisine is American
STARBUCKS COFFEE #678 HUDSON,Manhattan,678,HUDSON STREET,10014,6466349309,,40.74050213,-74.00518204,1,1,0,16.4,
ZOE DELEU CATERING,Brooklyn,630,FLUSHING AVENUE,11206,3472601904,Continental,40.69995593,-73.94844931,0,0,0,49.11,The cuisine is Continental
ROSARITO FISH SHACK & SHELTER PIZZA,Brooklyn,170,WYTHE AVENUE,11249,7183888833,Mexican,40.71938822,-73.96058071,0,0,1,38.97,The cuisine is Mexican
RU YI DUMPLING,Brooklyn,5221,FORT HAMILTON PARKWAY,11219,6464310949,Chinese,40.63678,-74.00001081,0,0,0,31.98,The cuisine is Chinese
JOE'S RESTAURANT,Queens,6611,FOREST AVENUE,11385,7184971300,Italian,40.70743379,-73.9034118,0,1,1,19.63,The cuisine is Italian
